"State","CMS_Cert_Num","Provider_Name","Address","City","Zip","Phone","Type_of_Ownership","Date_Certified"
"MI","239096","NATIONAL HOME CARE","25210 FIVE MILE RD","REDFORD","48239","3133871571","Proprietary","2009-11-13 00:00:00"
"MI","239097","PREFERRED CHOICE HOME HEALTH CARE","26711 WOODWARD AVENUE, SUITE 208A","HUNTINGTON WOODS","48070","2483368691","Proprietary","2009-12-01 00:00:00"
"MI","239098","IDEAL HOME HEALTH","20604 TELEGRAPH RD, SUITE C","BROWNSTOWN","48174","7343445621","Proprietary","2009-11-16 00:00:00"
"MI","239099","COMMUNITY FIRST HOMECARE","3680 44TH STREET, SUITE 103","KENTWOOD","49512","2482466594","Proprietary","2009-11-05 00:00:00"
"MI","239100","UNIFIED HOME CARE","493 WEST NORTON AVENUE, SUITE B","MUSKEGON","49441","2318309030","Proprietary","2010-02-19 00:00:00"
"MI","239101","PROMED HOME HEALTH CARE","330 E 12 MILE RD","MADISON HEIGHTS","48071","2486294100","Proprietary","2009-11-13 00:00:00"
"MI","239102","WINGS OF ANGEL HOME HEALTH CARE","16250 NORTHLAND DRIVE, SUITE 241","SOUTHFIELD","48075","2484438050","Proprietary","2009-11-20 00:00:00"
"MI","239103","PRIMO HOME HEALTH SERVICES","317 ECORSE RD, SUITE 14","YPSILANTI","48198","7345470629","Proprietary","2009-12-18 00:00:00"
"MI","239104","PERFECT HOME HEALTH CARE","31550 NORTHWESTERN HWY, SUITE 155","FARMINGTON HILLS","48334","2487373503","Proprietary","2009-12-28 00:00:00"
"MI","239105","HEALING HAND HOME HEALTH CARE","28511 ORCHARD LAKE RD, SUITE B","FARMINGTON HILLS","48334","2485529926","Proprietary","2009-12-24 00:00:00"
"MI","239106","PURPOSE HOME HEALTH CARE","2512 CARPENTER RD, SUITE 1020","ANN ARBOR","48108","7344877930","Proprietary","2010-03-02 00:00:00"
"MI","239107","AIMM HOME HEALTHCARE","ONE AJAX DR STE 100","MADISON HEIGHTS","48071","2485424303","Proprietary","2010-02-28 00:00:00"
"MI","239108","RESTORING YOUR HEALTH HOME CARE","20600 EUREKA ROAD, SUITE #525","TAYLOR","48180","7345566894","Proprietary","2010-01-27 00:00:00"
"MI","239109","ANGLE'S TOUCH HOME HEALTH CARE","12701 TELEGRAPH ROAD, SUITE 203","TAYLOR","48180","7345322018","Proprietary","2010-02-18 00:00:00"
"MI","239112","MI CHOICE HOME HEALTH CARE","24650 EUREKA RD STE 103","TAYLOR","48180","7347862700","Proprietary","2010-03-21 00:00:00"
"MI","239113","RELIABLE HOME HEALTH PATIENT CARE CO","29226 ORCHARD LAKE RD, STE 210","FARMINGTON HILLS","48334","2485394500","Proprietary","2010-04-12 00:00:00"
"MI","239114","FIRST STATE HOME HEALTH CARE","3901 FORTUNE BLVD","SAGINAW","48603","9897712100","Proprietary","2010-05-05 00:00:00"
"MI","239115","ALL AMERICANS HOME HEALTH CARE","1397 S LINDEN RD STE D","FLINT","48532","8102309720","Proprietary","2010-04-07 00:00:00"
"MI","239116","SUN HOME HEALTH CARE","17356 WEST 12 MILE RD, SUITE 200","SOUTHFIELD","48076","2485590045","Proprietary","2010-04-29 00:00:00"
"MI","239117","KAIZEN HOME CARE","6900 N HAGGERTY ROAD, SUITE 110","CANTON","48187","7344046053","Proprietary","2010-05-05 00:00:00"
"MI","239118","GOLDEN HOME HEALTH CARE","13407 FARMINGTON ROAD STE 209","LIVONIA","48150","7344226340","Proprietary","2010-06-28 00:00:00"
"MI","239119","PLATINUM HOME HEALTH SERVICES","950 STEPHENSON HWY, SUITE 200","TROY","48083","2485771425","Proprietary","2010-06-16 00:00:00"
"MI","239120","NATIONWIDE HOME HEALTHCARE","26645 W 12 MILE RD, SUITE #212","SOUTHFIELD","48034","2483368691","Proprietary","2010-06-02 00:00:00"
"MI","239121","ZENITH HOME CARE","3200 E 12 MILE ROAD SUITE #220","WARREN","48092","7346745120","Proprietary","2010-07-08 00:00:00"
"MI","239122","TLC HOME HEALTH CARE","30095 NORTHWESTERN HWY, SUITE 60A","FARMINGTON HILLS","48334","2486268500","Proprietary","2010-08-04 00:00:00"
"MI","239123","COMPASSION HOME HEALTH SERVICES","21675 COOLIDGE HWY, SUITE 201A","OAK PARK","48237","2482336066","Proprietary","2009-09-08 00:00:00"
"MI","239125","AMAZING CARE HOME HEALTH SERVICES","33186 RYAN ROAD","STERLING HEIGHTS","48310","5869832602","Proprietary","2010-06-29 00:00:00"
"MI","239126","BRIARWOOD HOME HEALTHCARE","41875 ELEVEN MILE RD, SUITE 205","NOVI","48375","2485533333","Proprietary","2010-07-23 00:00:00"
"MI","239127","ANOINTED CARE SERVICES","15565 NORTHLAND DR, STE 604W","SOUTHFIELD","48075","2485691101","Proprietary","2010-08-13 00:00:00"
"MI","239128","SENIORS HOME HEALTH SERVICES","1681 E AUBURN RD, SUITE D","ROCHESTER HILLS","48307","2482871122","Proprietary","2010-08-12 00:00:00"
"MI","239129","PROGRESS AT HOME","35425 MICHIGAN AVE WEST, SUITE 3633","WAYNE","48184","5863542060","Proprietary","2010-09-14 00:00:00"
"MI","239130","INFINITY HOME HEALTH SERVICES","6050 GREENFIELD RD, SUITE 102","DEARBORN","48126","3138466603","Proprietary","2010-09-24 00:00:00"
"MI","239131","HEALTH SOURCE HOME CARE","1100 OWENDALE DR, SUITE B","TROY","48083","2486889106","Proprietary","2010-10-07 00:00:00"
"MI","239132","PROFICIENT HOME HEALTH SERVICES","24500 FORD RD, SUITE 20","DEARBORN HEIGHTS","48127","3134364365","Proprietary","2010-09-26 00:00:00"
"MI","239133","MOONLITE HOME CARE","31153 PLYMOUTH RD, SUITE #106","LIVONIA","48150","7344210800","Proprietary","2010-09-01 00:00:00"
"MI","239135","APOLLO HOME CARE","3058 METRO PARKWAY, SUITE 205","STERLING HEIGHTS","48310","5869832790","Proprietary","2010-09-15 00:00:00"
"MI","239136","UNIVERSALL HOME HEALTHCARE","124 PEARL STREET STE 402","YPSILANTI","48197","7343370000","Proprietary","2010-08-28 00:00:00"
"MI","239137","APEX HOME HEALTHCARE","23155 NORTHWESTERN HWY, STE 301","SOUTHFIELD","48075","2483043859","Proprietary","2010-10-25 00:00:00"
"MI","239138","MERIT HOME HEALTH CARE","5860 N CANTON CENTER RD, SUITE 323","CANTON","48187","7342077002","Proprietary","2010-12-14 00:00:00"
"MI","239139","SHRING HOME CARE","20905 GREENFIELD RD SUITE 501","SOUTHFIELD","48075","2483959640","Proprietary","2010-10-16 00:00:00"
"MI","239140","RENAISSANCE HOME HEALTHCARE SERVICES","30445 NORTHWESTERN HIGHWAY, SUITE 120","FARMINGTON HILLS","48334","2488555534","Proprietary","2010-08-19 00:00:00"
"MI","239141","AVANTA HOME HEALTH CARE SERVICES","28880 - SOUTHFIELD RD, SUITE 181","LATHRUP VILLAGE","48076","2484247398","Proprietary","2010-11-02 00:00:00"
"MI","239142","ACCESSIBLE HOME CARE","13365 MICHIGAN AVENUE, SUITE 201","DEARBORN","48126","2482594382","Proprietary","2010-10-07 00:00:00"
"MI","239143","ATLANTIC HOME HEALTH CARE","19111 W 10 MILE RD, SUITE A22","SOUTHFIELD","48075","2483527103","Proprietary","2010-11-09 00:00:00"
"MI","239144","AFFILIATED HOME HEALTH CARE","28345 BECK RD","WIXOM","48393","2483496300","Proprietary","2010-11-29 00:00:00"
"MI","239145","SUPERB HOME CARE","12170 CONANT ST, SUITE C-1","DETROIT","48212","3133669800","Proprietary","2010-12-07 00:00:00"
"MI","239146","ACHIEVE HOME HEALTH CARE","G-5245 WEST PIERSON RD, STE - 1","FLUSHING","48433","8102309881","Proprietary","2010-11-18 00:00:00"
"MI","239148","EXTRACARE HOME HEALTH SERVICES","2100 BIG BEAVER RD, SUITE 200","TROY","48084","2486496380","Proprietary","2011-01-18 00:00:00"
"MI","239149","H-CARE HOME HEALTH SERVICES","G4443 MILLER RD, SUITE 100","FLINT","48507","8102440038","Proprietary","2011-01-06 00:00:00"
"MI","239150","DENBOS HOME HEALTH CARE","16000 W 9 MILE RD, SUITE 408","SOUTHFIELD","48075","2489966192","Proprietary","2010-11-24 00:00:00"
"MI","239151","MICHIGAN PREMIER HOME HEALTH CARE","304 EAST HOUGHTON AVE","WEST BRANCH","48661","9893450021","Proprietary","2011-01-13 00:00:00"
"MI","239152","NEIGHBORHOOD HOME CARE SERVICES","20300 SUPERIOR STREET, SUITE 120","TAYLOR","48180","7342508884","Proprietary","2011-02-01 00:00:00"
"MI","239153","ALATOR HOME HEALTH","2193 ASSOCIATION DR, SUITE 800","OKEMOS","48864","5177083080","Proprietary","2011-03-08 00:00:00"
"MI","239154","CARING HANDS HOME CARE SERVICES","16950 19 MILE RD SUITE 5B","CLINTON TOWNSHIP","48038","5862289991","Proprietary","2011-02-10 00:00:00"
"MI","239155","CANA CARE","17197 LAUREL PARK DR, SUITE 501","LIVONIA","48152","8887892262","Proprietary","2010-11-24 00:00:00"
"MI","239156","LONG LIFE HOME HEALTH SERVICES","29508 SOUTHFIELD RD, SUITE 210","SOUTHFIELD","48076","2484430400","Proprietary","2011-02-09 00:00:00"
"MI","239157","HOME CARE CONNECT","25136 W SIX MILE ROAD","REDFORD","48240","2488196944","Proprietary","2011-02-17 00:00:00"
"MI","239158","IDEAL HOME HEALTH SERVICES","48380 VAN DYKE AVE","SHELBY TOWNSHIP","48317","5863237110","Proprietary","2008-12-16 00:00:00"
"MI","239159","LEELIN HOME HEALTH CARE","352 E HOUGHTON AVE","WEST BRANCH","48661","9893453138","Proprietary","2011-02-24 00:00:00"
"MI","239160","ALLIANCE CARE SERVICES","5820 N CANTON CENTER RD, SUITE 115","CANTON","48187","7344144000","Private","2011-05-06 00:00:00"
"MI","239161","ARBOR WOODS HOME HEALTH CARE","5820 N CANTON CENTER RD, SUITE 150","CANTON","48187","7344545440","Proprietary","2011-02-25 00:00:00"
"MI","239162","NEW HARBOUR HOME CARE","28303 DEQUINDRE RD","MADISON HEIGHTS","48071","7346745120","Proprietary","2011-03-03 00:00:00"
"MI","239163","COMPREHENSIVE HOME CARE","25000 HALL ROAD, SUITE 5","WOODHAVEN","48183","7346727741","Proprietary","2011-03-09 00:00:00"
"MI","239164","HEALING HEARTS HOME HEALTH CARE","625 E BIG BEAVER RD, SUITE 202","TROY","48083","2486895400","Proprietary","2011-03-28 00:00:00"
"MI","239165","COMPAS HOME HEALTH CARE OF MICHIGAN","21 N CEDAR ST, SUITE C","IMLAY CITY","48444","8107217700","Proprietary","2011-04-05 00:00:00"
"MI","239166","HELPING HANDS ALLIANCE HOMECARE","28303 DEQUINDRE RD, SUITE 110","MADISON HEIGHTS","48071","2485488816","Proprietary","2011-03-18 00:00:00"
"MI","239167","HOUSTON HOME HEALTH CARE","23077 GREENFIELD RD, SUITE 282","SOUTHFIELD","48075","2485529556","Proprietary","2011-04-14 00:00:00"
"MI","239168","SYNERGY HOME HEALTH SYSTEM","2550 TELEGRAPH RD, SUITE 114","BLOOMFIELD HILLS","48302","2484819417","Proprietary","2011-04-19 00:00:00"
"MI","239169","PRINCIPAL HOME HEALTHCARE","31700 W 12 MILE RD","FARMINGTON HILLS","48334","2485226721","Proprietary","2010-10-20 00:00:00"
"MI","239170","CARE FIRST HOME HEALTH SERVICES","4086 ROCHESTER RD, SUITE 105","TROY","48085","2485283377","Proprietary","2011-04-14 00:00:00"
"MI","239171","NEW VISION HOMECARE","26065 W SIX MILE RD","REDFORD","48240","3135337350","Proprietary","2011-06-01 00:00:00"
"MI","239172","ABLE CARE","24634 FIVE MILE RD, SUITE 16","REDFORD","48239","3139522900","Proprietary","2011-04-28 00:00:00"
"MI","239173","DIVERSITY HOME CARE SERVICES","27208 SOUTHFIELD RD, STE 7","LATHRUP VILLAGE","48076","2484839220","Proprietary","2011-05-31 00:00:00"
"MI","239174","1ST CHOICE HOME CARE","3200 W 12 MILE ROAD, SUITE 280","WARREN","48092","2486133110","Proprietary","2011-05-27 00:00:00"
"MI","239175","CARING CONNECTION HOME HEALTH CARE","5820 N LILLEY RD, SUITE 4","CANTON","48187","7345440280","Proprietary","2011-06-10 00:00:00"
"MI","239176","ABF HOME HEALTH SERVICES","198 SOUTH MAIN ST SUITE 1","MOUNT CLEMENS","48043","5864771402","Proprietary","2011-06-16 00:00:00"
"MI","239177","CARING HOME HEALTH SERVICES","15223 FARMINGTON RD, SUITE 9","LIVONIA","48154","7342662580","Proprietary","2011-07-07 00:00:00"
"MI","239178","SHORELINE HOME HEALTH CARE","18600 W 10 MILE ROAD, SUTE 211","SOUTHFIELD","48075","2485526200","Proprietary","2011-04-25 00:00:00"
"MI","239179","ULTIMATE HOME CARE","2012 MONROE STREET, SUITE 103","DEARBORN","48124","3132747815","Proprietary","2011-07-11 00:00:00"
"MI","239181","ALPHA HOME CARE","1050 W UNIVERSITY DR, STE 1","ROCHESTER","48307","2486507992","Proprietary","2011-08-29 00:00:00"
"MI","239182","MERCIFUL HEARTS HOME HEALTH CARE","25121 FORD ROAD","DEARBORN","48128","3132744440","Proprietary","2011-08-11 00:00:00"
"MI","239183","MAGNUM HOME HEALTH CARE","24123 GREENFIELD ROAD SUITE 305","SOUTHFIELD","48075","2485592200","Proprietary","2011-08-04 00:00:00"
"MI","239184","AT HOME REHAB","5088 CORPORATE EXCHANGE BLVD SE, SUITE 350","GRAND RAPIDS","49512","8008809715","Proprietary","2011-07-27 00:00:00"
"MI","239186","CENTURY HOME CARE SERVICES","17000 NORTHVILLE RD #50","NORTHVILLE","48168","2484495284","Proprietary","2011-07-28 00:00:00"
"MI","239187","MAXIMUM COMFORT HOME CARE","711 W 13 MILE RD, SUITE 130","MADISON HEIGHTS","48071","2482915540","Proprietary","2011-06-23 00:00:00"
"MI","239188","PROFESSIONAL HOME CARE SOLUTIONS","1721 CROOKS RD, SUITE 108","TROY","48084","2487922412","Proprietary","2011-08-03 00:00:00"
"MI","239189","LEADING HOME HEALTH SERVICES","25245 W 5 MILE RD, SUITE 10W","REDFORD","48239","3135334660","Proprietary","2011-09-07 00:00:00"
"MI","239190","PREMIERCARE HOME HEALTH SOLUTIONS","10 WEST SQUARE LAKE ROAD, SUITE 219","BLOOMFIELD HILLS","48302","2488951464","Proprietary","2011-09-14 00:00:00"
"MI","239191","HEALTHSTAR HOME CARE","1750 BUSHA HWY A","MARYSVILLE","48040","8103859600","Proprietary","2011-09-08 00:00:00"
"MI","239192","HOME HEALTH CARE CONNECTIONS","2925 E MICHIGAN AVE, SUITE E2","YPSILANTI","48197","7344801006","Proprietary","2011-09-22 00:00:00"
"MI","239193","HOMECARE NETWORK OF MICHIGAN","30777 NORTHWESTERN HIGHWAY, SUITE 105","FARMINGTON HILLS","48334","2482543711","Proprietary","2011-09-26 00:00:00"
"MI","239194","HACKETT & FABRY HOME HEALTHCARE","22811 GREATER MACK RD, SUITE 206","SAINT CLAIR SHORES","48080","5862855053","Proprietary","2011-09-23 00:00:00"
"MI","239195","TOTAL CARE HOME HEALTH SERVICES","24655 SOUTHFIELD RD, SUITE 110","SOUTHFIELD","48075","2484239500","Proprietary","2011-09-07 00:00:00"
"MI","239196","WELLBEING HOME HEALTHCARE","29688 TELEGRAPH RD, SUITE 600B","SOUTHFIELD","48034","2482239890","Proprietary","2011-10-10 00:00:00"
"MI","239197","EMBRACE HOME CARE","21919 TELEGRAPH RD, UPPER SUITE 1","BROWNSTOWN TWP","48183","3137178238","Proprietary","2011-09-28 00:00:00"
"MI","239198","UNITY HOME CARE SERVICES","2250 TOWER HILL ROAD","HOUGHTON LAKE","48629","9892022746","Proprietary","2011-09-20 00:00:00"
"MI","239199","COMPASSIONATE HOME HEALTH SERVICES","4479 PONTIAC LAKE RD, SUITE 12","WATERFORD","48328","2486811211","Proprietary","2011-10-19 00:00:00"
"MI","239200","PARKVIEW HOME HEALTHCARE","3 PARKLANE BLVD, SUITE 1015W","DEARBORN","48126","3139821005","Proprietary","2011-10-21 00:00:00"
"MI","239201","LAKESHORE HOME CARE","614 ROMENCE RD, SUITE 250","PORTAGE","49024","2693435555","Proprietary","2011-10-25 00:00:00"
"MI","239202","VITALITY HOME CARE","24945 W WARREN ST, SUITE 100","DEARBORN HEIGHTS","48127","3139147468","Proprietary","2011-11-07 00:00:00"
"MI","239203","BLOOMHEALTH HOME CARE SERVICES","16250 NORHTLAND DRIVE, SUITE 105","SOUTHFIELD","48075","2484834500","Proprietary","2011-11-01 00:00:00"
"MI","239204","HORIZON HOME HEALTH CARE","2864 CARPENTER RD, SUITE 400","ANN ARBOR","48108","7344770288","Proprietary","2011-10-31 00:00:00"
"MI","239205","CITIZENS CARE SERVICE","31529 WARREN RD","GARDEN CITY","48135","7342666115","Proprietary","2011-12-02 00:00:00"
"MI","239206","FOUR SEASONS HOME HEALTH CARE","19144 W WARREN","DETROIT","48228","3139821104","Proprietary","2011-11-17 00:00:00"
"MI","239207","AMERICAN ANGELS HOME CARE","13365  MICHIGAN AVENUE, SUITE 203","DEARBORN","48126","3139823795","Proprietary","2011-11-22 00:00:00"
"MI","239208","WELLNESS HOME HEALTHCARE SERVICES","20755 GREENFIELD RD, STE 503","SOUTHFIELD","48075","2485529222","Proprietary","2011-11-07 00:00:00"
"MI","239209","ACTIVE HOME HEALTH CARE","20600 EUREKA RD, SUITE 808","TAYLOR","48180","7347207192","Proprietary","2012-01-26 00:00:00"
"MI","239210","HOME HEALTH PLUS","26000 5 MILE RD, SUITE 120","REDFORD","48239","3133867120","Proprietary","2011-12-03 00:00:00"
"MI","239211","LIFE CHOICE HOME HEALTH CARE","12345 TELEGRAPH RD, SUITE 11","TAYLOR","48180","3135868866","Proprietary","2012-01-31 00:00:00"
"MI","239212","BELLA HOME HEALTH CARE","23100 PROVIDENCE DR, SUITE 212","SOUTHFIELD","48075","2489969416","Proprietary","2012-01-20 00:00:00"
"MI","239213","GANTON HOME CARE","3600 SPRING ARBOR RD","JACKSON","49201","5179906444","Proprietary","2012-01-30 00:00:00"
"MI","239214","FAIRLANE HOME HEALTH CARE AGENCY","1903 MONROE ST","DEARBORN","48124","3132440630","Proprietary","2012-01-25 00:00:00"
"MI","239215","UNIQUE HOME HEALTH CARE AGENCY","32985 HAMILTON CT, SUITE 100B","FARMINGTON HILLS","48334","2489713146","Private","2012-01-10 00:00:00"
"MI","239216","GENTLE TOUCH HOME HEALTH CARE","33505 W 14 MILE RD, SUITE 60","FARMINGTON HILLS","48331","2484872264","Proprietary","2011-12-15 00:00:00"
"MI","239217","GOLDEN PLUS HOME HEALTH CARE","23300 GREENFIELD ROAD, STE 206","OAK PARK","48237","2489676900","Other","2011-11-30 00:00:00"
"MI","239218","HOME CARE & REHAB SPECIALISTS","130 HAMPTON CIR, SUITE 110","ROCHESTER HILLS","48307","2488527719","Proprietary","2012-03-21 00:00:00"
"MI","239219","SERENITY HOME HEALTH CARE","17376 W 12 MILE RD, SUITE 203","SOUTHFIELD","48076","2485572410","Proprietary","2011-05-25 00:00:00"
"MI","239220","TRI COUNTY HOME HEALTH CARE","29200 VASSAR, SUITE 520","LIVONIA","48152","7342373303","Proprietary","2012-03-14 00:00:00"
"MI","239221","AYUDA HOME HEALTH CARE","19111 W 10 MILE, SUITE 205","SOUTHFIELD","48075","2488096108","Proprietary","2012-06-29 00:00:00"
"MI","239222","COMMUNITY HOME CARE SERVICES","1550 EAST BELTLINE SE, SUITE 375","GRAND RAPIDS","49506","6169493971","Proprietary","2012-03-30 00:00:00"
"MI","239223","UNITED HOME CARE PROVIDERS OF MICHIGAN","8018 MIDDLEBELT","WESTLAND","48185","7349565031","Proprietary","2012-03-31 00:00:00"
"MI","239224","CLASSIC HOME HEALTH SERVICES","4245 S BEECH DALY ST, SUITE B","DEARBORN HEIGHTS","48125","3136330765","Proprietary","2012-03-16 00:00:00"
"MI","239225","ADOBE HOME HEALTH","13603 ASHURST ST","LIVONIA","48150","2485227258","Proprietary","2012-03-28 00:00:00"
"MI","239226","GREAT LAKES HOME HEALTH CARE AGENCY","223 E THIRD ST","IMLAY CITY","48444","8107217301","Proprietary","2012-03-28 00:00:00"
"MI","239227","ESSENTIAL HOME HEALTH CARE AGENCY","190 N MAIN ST, SUITE E","PLYMOUTH","48170","7344555688","Proprietary","2012-03-30 00:00:00"
"MI","239228","MICHIANA HOME CARE","423 SYCAMORE ST, SUITE 104","NILES","49120","2696872900","Proprietary","2012-06-07 00:00:00"
"MI","239229","PRECIOUS HOME CARE","18301 E 8 MILE RD, SUITE 105","EASTPOINTE","48021","5862855168","Proprietary","2012-05-09 00:00:00"
"MI","239230","TRUSTED HOME HEALTH CARE","28157 DEQUINDRE RD, SUITE C","MADISON HEIGHTS","48071","2485479000","Proprietary","2012-05-16 00:00:00"
"MI","239231","AMERICARE HOME HEALTH SERVICES","4600 DUNCKEL RD","LANSING","48910","5173241115","Proprietary","2012-05-31 00:00:00"
"MI","239232","PREMIER HOME AND HEALTH CARE","24240 MOUND RD, SUITE 203","WARREN","48091","7343534260","Proprietary","2012-06-04 00:00:00"
"MI","239233","INTEGRITY SKILLED CARE","1501 CASS ST, STE C","TRAVERSE CITY","49684","2319463000","Proprietary","2012-05-14 00:00:00"
"MI","239234","PERFECT HOME HEALTH CARE SERVICES","39293 PLYMOUTH RD, SUITE 105","LIVONIA","48150","7344371132","Proprietary","2012-04-19 00:00:00"
"MI","239235","SANA HOME HEALTH CARE","34514 DEQUINDRE RD, SUITE B9","STERLING HEIGHTS","48310","5868836479","Proprietary","2012-04-03 00:00:00"
"MI","239236","ALLIANCE HOME HEALTH CARE","33300 WARREN RD, SUITE 12","WESTLAND","48185","7342662266","Proprietary","2012-05-16 00:00:00"
"MI","239237","BE WELL HOME CARE","13365 MICHIGAN AVE, SUITE 205","DEARBORN","48126","3135816000","Proprietary","2012-05-18 00:00:00"
"MI","239238","PRECIOUS HOME HEALTH SERVICES","48542 VAN DYKE RD, SUITE 212","SHELBY TOWNSHIP","48317","5867377992","Proprietary","2012-05-14 00:00:00"
"MI","239239","TOTAL HOMECARE SOLUTIONS","24945 WEST WARREN ROAD, SUITE 200","DEARBORN HEIGHTS","48127","3134926086","Proprietary","2012-03-01 00:00:00"
"MI","239240","DOWNRIVER HOME HEALTH SERVICES","14703 ALLEN RD","SOUTHGATE","48195","7342508459","Proprietary","2011-12-22 00:00:00"
"MI","239241","MEDCO HOME HEALTHCARE","33250 WARREN RD, SUITE 207","WESTLAND","48185","7345257414","Proprietary","2012-05-21 00:00:00"
"MI","239242","RELIACARE HOME HEALTH SERVICES","1250 CLEAVER RD","CARO","48723","9896722200","Proprietary","2012-07-06 00:00:00"
"MI","239243","SOFT TOUCH HOME HEALTH CARE","29200 VASSAR STREET, SUITE 535","LIVONIA","48152","2488889405","Proprietary","2012-05-30 00:00:00"
"MI","239244","NOVA HOME HEALTH CARE","5820 N CANTON CENTER RD, SUITE 180","CANTON","48187","7343549999","Proprietary","2012-08-07 00:00:00"
"MI","239245","HOME CARE WELLNESS","22146 FORD RD, SUITE B1B","DEARBORN HEIGHTS","48127","3135864111","Proprietary","2012-07-27 00:00:00"
"MI","239246","COMPLETE CARE SERVICES","30116 FORD RD","GARDEN CITY","48135","7344692524","Proprietary","2012-08-03 00:00:00"
"MI","239247","MISSION HOME HEALTH CARE","5820 N LILLEY RD, SUITE 5","CANTON","48187","7343356393","Proprietary","2012-08-07 00:00:00"
"MI","239248","LAKESHORE HOME CARE SERVICES","1105 S MISSION ST","MOUNT PLEASANT","48858","9897725000","Proprietary","2012-07-24 00:00:00"
"MI","239249","RAINBOW HOME HEALTH CARE SERVICES, INC","20600 EUREKA RD, SUITE 808","TAYLOR","48180","3135396845","Proprietary","2012-08-13 00:00:00"
"MI","239250","FRANKLIN HOME HEALTH CARE","15075 LINCOLN ST, SUITE 138","OAK PARK","48237","2489673060","Proprietary","2012-07-27 00:00:00"
"MI","239251","CARE HOME HEALTH SERVICE","24634 5 MILE RD, SUITE 39","REDFORD","48239","3135339200","Proprietary","2012-06-20 00:00:00"
"MI","239252","AARDVARK HOME CARE","24650 EUREKA RD, SUITE 101","TAYLOR","48180","2484244854","Proprietary","2012-08-15 00:00:00"
"MI","239253","LAMA HOME HEALTH CARE","30233 SOUTHFIELD RD, SUITE 203","SOUTHFIELD","48076","2487922623","Proprietary","2012-08-03 00:00:00"
"MI","239254","CORPORE SANO HOME HEALTH CARE","42323 E ANN ARBOR RD","PLYMOUTH","48170","7344543488","Proprietary","2012-09-20 00:00:00"
"MI","239255","FOREVER HOME CARE","48645 VAN DYKE, SUITE 109","SHELBY TOWNSHIP","48317","5867316639","Proprietary","2012-09-19 00:00:00"
"MI","239256","HI-TECH HOME HEALTH CARE","15608 FARMINGTON RD, SUITE B","LIVONIA","48154","7344255500","Proprietary","2012-09-28 00:00:00"
"MI","239257","MIRACLE HOME HEALTH CARE","2727 SECOND AVE, SUITE 315","DETROIT","48201","3139746480","Proprietary","2012-09-05 00:00:00"
"MI","239258","UNIVERSAL IN HOME HEALTH CARE","2565 SOUTH ROCHESTER RD, SUITE 107B","ROCHESTER HILLS","48307","2482891865","Proprietary","2012-09-11 00:00:00"
"MI","239259","ST MARY HOME HEALTH SERVICES","33975 DEQUINDRE RD, SUITE 101","TROY","48083","2485888433","Proprietary","2012-11-07 00:00:00"
"MI","239260","KINGS HOME HEALTHCARE","29946 FORD RD","GARDEN CITY","48135","7349566536","Proprietary","2012-10-31 00:00:00"
"MI","239261","AGILITY HOME HEALTH CARE","20002 FARMINGTON RD","LIVONIA","48152","2486152001","Proprietary","2012-10-15 00:00:00"
"MI","239262","CORNERSTONE HOME HEALTH","7035 ORCHARD LAKE RD, SUITE 400","WEST BLOOMFIELD","48322","2483259158","Proprietary","2012-10-17 00:00:00"
"MI","239263","MIDWEST HEALTHCARE","20232 FARMINGTON RD, SUITE A","LIVONIA","48152","2484719168","Proprietary","2012-10-08 00:00:00"
"MI","239264","PURPLE HEART HOME HEALTH CARE","26645 WEST 12 MILE ROAD, SUITE 102","SOUTHFIELD","48034","2487975293","Proprietary","2012-11-26 00:00:00"
"MI","239265","SAFE CARE HOME HEALTH SERVICES","27908 ORCHARD LAKE RD, SUITE D","FARMINGTON HILLS","48334","2482543700","Proprietary","2012-11-24 00:00:00"
"MI","239266","CARING & COMPASSIONATE HEALTH CARE AGENCY","1200 EAST GRAND RIVER","LANSING","48906","5175807619","Proprietary","2012-11-15 00:00:00"
"MI","239267","FIRST IMPRESSIONS HEALTH CARE SOLUTIONS","5005 E 14 MILE RD, SUITE 101","STERLING HEIGHTS","48310","5864151255","Proprietary","2012-11-27 00:00:00"
"MI","239268","NU-WAVE HOME HEALTH CARE","32540 SCHOOLCRAFT RD, SUITE 230","LIVONIA","48150","7349563211","Proprietary","2012-12-14 00:00:00"
"MI","239269","HEALTH LINK HOME CARE","19727 ALLEN RD, SUITE 12B","BROWNSTOWN","48183","7344796900","Proprietary","2012-11-26 00:00:00"
"MI","239270","DIVINED HOME HEALTH CARE","24450 EVERGREEN RD, SUITE 202","SOUTHFIELD","48075","2483564400","Proprietary","2013-01-20 00:00:00"
"MI","239271","HEALING SERVICES NETWORK","20602 TELEGRAPH RD","BROWNSTOWN","48174","7345328770","Proprietary","2012-12-06 00:00:00"
"MI","239272","FINE HOME HEALTH CARE","17260 W 10 MILE RD, SUITE B","SOUTHFIELD","48075","2484647983","Proprietary","2012-12-29 00:00:00"
"MN","247001","HENNEPIN HOME HEALTH CARE INC","8590 EDINBURGH CENTER DRIVE, SUITE 350","BROOKLYN PARK","55443","7634255959","Proprietary","1994-01-27 00:00:00"
"MN","247004","COOK CO NORTHSHORE HOSP HM HLT","515 - 5TH AVENUE WEST","GRAND MARAIS","55604","2183873280","Combination GOVT & Voluntary","1994-03-15 00:00:00"
