"CMS_Cert_Number","Offers Nursing Care Services","Offers Physical Therapy Services","Offers Occupational Therapy Services","Test","Offers Home Health Aide Services"
"237160","Yes","Yes","Yes","Yes","Yes"
"237161","Yes","Yes","Yes","Yes","Yes"
"237162","Yes","Yes","Yes","Yes","Yes"
"237163","Yes","Yes","Yes","Yes","Yes"
"237164","Yes","Yes","Yes","Yes","Yes"
"237165","Yes","Yes","Yes","Yes","Yes"
"237166","Yes","Yes","Yes","Yes","Yes"
"237169","Yes","Yes","Yes","Yes","Yes"
"237172","Yes","Yes","Yes","Yes","Yes"
"237180","Yes","Yes","Yes","Yes","Yes"
"237181","Yes","Yes","Yes","Yes","Yes"
"237182","Yes","Yes","Yes","Yes","Yes"
"237186","Yes","Yes","Yes","Yes","Yes"
"237187","Yes","Yes","Yes","Yes","Yes"
"237191","Yes","Yes","Yes","Yes","Yes"
"237192","Yes","Yes","Yes","Yes","Yes"
"237198","Yes","Yes","Yes","Yes","Yes"
"237202","Yes","Yes","Yes","Yes","Yes"
"237203","Yes","Yes","Yes","Yes","Yes"
"237206","Yes","Yes","Yes","Yes","Yes"
"237208","Yes","Yes","Yes","Yes","Yes"
"237211","Yes","Yes","Yes","Yes","Yes"
"237212","Yes","Yes","Yes","Yes","Yes"
"237213","Yes","Yes","Yes","Yes","Yes"
"237217","Yes","Yes","Yes","Yes","Yes"
"237219","Yes","Yes","Yes","Yes","Yes"
"237222","Yes","Yes","Yes","Yes","Yes"
"237223","Yes","Yes","Yes","Yes","Yes"
"237224","Yes","Yes","Yes","Yes","Yes"
"237226","Yes","Yes","Yes","Yes","Yes"
"237235","Yes","Yes","Yes","Yes","Yes"
"237239","Yes","Yes","Yes","Yes","Yes"
"237242","Yes","Yes","Yes","Yes","Yes"
"237243","Yes","Yes","Yes","No","Yes"
"237244","Yes","Yes","Yes","Yes","Yes"
"237249","Yes","Yes","Yes","Yes","Yes"
"237251","Yes","Yes","Yes","Yes","Yes"
"237252","Yes","Yes","Yes","Yes","Yes"
"237253","Yes","Yes","Yes","Yes","Yes"
"237255","Yes","Yes","Yes","Yes","Yes"
"237258","Yes","Yes","Yes","Yes","Yes"
"237262","Yes","Yes","Yes","Yes","Yes"
"237268","Yes","Yes","Yes","Yes","Yes"
"237270","Yes","Yes","Yes","Yes","Yes"
"237272","Yes","Yes","Yes","Yes","Yes"
"237274","Yes","Yes","Yes","Yes","No"
"237277","Yes","Yes","Yes","Yes","Yes"
"237278","Yes","Yes","Yes","Yes","Yes"
"237279","Yes","Yes","Yes","Yes","Yes"
"237280","Yes","Yes","Yes","Yes","Yes"
"237281","Yes","Yes","Yes","Yes","Yes"
"237282","Yes","Yes","Yes","Yes","Yes"
"237283","Yes","Yes","Yes","Yes","Yes"
"237288","Yes","Yes","Yes","Yes","Yes"
"237289","Yes","Yes","Yes","Yes","Yes"
"237292","Yes","Yes","Yes","Yes","Yes"
"237331","Yes","Yes","Yes","Yes","Yes"
"237333","Yes","Yes","Yes","Yes","Yes"
"237335","Yes","Yes","Yes","Yes","Yes"
"237336","Yes","Yes","Yes","Yes","Yes"
"237400","Yes","Yes","Yes","Yes","Yes"
"237402","Yes","Yes","Yes","Yes","Yes"
"237405","Yes","Yes","Yes","Yes","Yes"
"237407","Yes","Yes","Yes","Yes","Yes"
"237409","Yes","Yes","Yes","Yes","Yes"
"237411","Yes","Yes","Yes","Yes","Yes"
"237413","Yes","Yes","Yes","Yes","Yes"
"237414","Yes","Yes","Yes","Yes","Yes"
"237415","Yes","Yes","Yes","Yes","No"
"237417","Yes","Yes","Yes","Yes","Yes"
"237420","Yes","Yes","Yes","No","Yes"
"237422","Yes","Yes","Yes","Yes","Yes"
"237423","Yes","Yes","Yes","Yes","Yes"
"237424","Yes","Yes","Yes","Yes","Yes"
"237425","Yes","Yes","Yes","Yes","Yes"
"237426","Yes","Yes","Yes","Yes","Yes"
"237428","Yes","Yes","Yes","Yes","Yes"
"237430","Yes","Yes","Yes","Yes","Yes"
"237431","Yes","Yes","Yes","Yes","Yes"
"237434","Yes","Yes","No","No","Yes"
"237435","Yes","Yes","Yes","Yes","Yes"
"237438","Yes","Yes","Yes","Yes","Yes"
"237439","Yes","Yes","Yes","Yes","Yes"
"237440","Yes","Yes","Yes","Yes","Yes"
"237442","Yes","Yes","Yes","Yes","Yes"
"237444","Yes","Yes","Yes","Yes","Yes"
"237445","Yes","Yes","Yes","Yes","Yes"
"237446","Yes","Yes","Yes","Yes","Yes"
"237447","Yes","Yes","Yes","Yes","Yes"
"237448","Yes","Yes","Yes","Yes","Yes"
"237449","Yes","Yes","Yes","Yes","Yes"
"237451","Yes","Yes","Yes","Yes","Yes"
"237453","Yes","Yes","Yes","Yes","Yes"
"237454","Yes","Yes","Yes","Yes","Yes"
"237456","Yes","Yes","Yes","Yes","Yes"
"237457","Yes","Yes","Yes","Yes","Yes"
"237458","Yes","Yes","Yes","Yes","Yes"
"237459","Yes","Yes","Yes","Yes","Yes"
"237460","Yes","Yes","Yes","Yes","Yes"
"237462","Yes","Yes","Yes","Yes","Yes"
"237463","Yes","Yes","Yes","Yes","Yes"
"237464","Yes","Yes","Yes","Yes","Yes"
"237465","Yes","Yes","Yes","Yes","Yes"
"237466","Yes","Yes","Yes","Yes","Yes"
"237467","Yes","Yes","Yes","Yes","Yes"
"237468","Yes","Yes","Yes","Yes","Yes"
"237469","Yes","Yes","No","No","Yes"
"237471","Yes","Yes","Yes","Yes","Yes"
"237473","Yes","Yes","Yes","Yes","Yes"
"237474","Yes","Yes","Yes","Yes","Yes"
"237476","Yes","Yes","Yes","Yes","Yes"
"237477","Yes","Yes","Yes","Yes","Yes"
"237478","Yes","Yes","Yes","Yes","Yes"
"237480","Yes","Yes","Yes","Yes","Yes"
"237481","Yes","Yes","Yes","Yes","Yes"
"237482","Yes","Yes","Yes","Yes","No"
"237483","Yes","Yes","Yes","No","Yes"
"237484","Yes","Yes","Yes","Yes","Yes"
"237485","Yes","Yes","Yes","Yes","Yes"
"237488","Yes","Yes","Yes","Yes","Yes"
"237489","Yes","Yes","Yes","Yes","Yes"
"237490","Yes","Yes","Yes","Yes","Yes"
"237491","Yes","Yes","Yes","Yes","Yes"
"237492","Yes","Yes","Yes","Yes","Yes"
"237493","Yes","Yes","Yes","Yes","Yes"
"237495","Yes","Yes","Yes","Yes","Yes"
"237496","Yes","Yes","Yes","Yes","Yes"
"237498","Yes","Yes","Yes","Yes","Yes"
"237499","Yes","Yes","Yes","Yes","Yes"
"237500","Yes","Yes","Yes","Yes","Yes"
"237501","Yes","Yes","Yes","Yes","Yes"
"237502","Yes","Yes","Yes","Yes","Yes"
"237503","Yes","Yes","Yes","Yes","Yes"
"237504","Yes","Yes","Yes","Yes","Yes"
"237505","Yes","Yes","Yes","Yes","Yes"
"237506","Yes","Yes","Yes","Yes","Yes"
"237507","Yes","Yes","Yes","Yes","Yes"
"237509","Yes","Yes","Yes","Yes","Yes"
"237510","Yes","Yes","Yes","Yes","Yes"
"237511","Yes","Yes","Yes","Yes","Yes"
"237514","Yes","Yes","Yes","Yes","Yes"
"237515","Yes","Yes","Yes","Yes","Yes"
"237516","Yes","Yes","Yes","Yes","Yes"
"237517","Yes","Yes","Yes","Yes","Yes"
"237518","Yes","Yes","Yes","Yes","Yes"
"237519","Yes","Yes","Yes","Yes","Yes"
"237520","Yes","Yes","Yes","Yes","Yes"
"237521","Yes","Yes","Yes","Yes","Yes"
"237522","Yes","Yes","Yes","Yes","Yes"
"237525","Yes","Yes","Yes","Yes","Yes"
"237526","Yes","Yes","Yes","Yes","Yes"
"237527","Yes","No","Yes","Yes","Yes"
"237528","Yes","Yes","Yes","Yes","Yes"
"237529","Yes","Yes","Yes","Yes","Yes"
"237530","Yes","Yes","Yes","Yes","Yes"
"237531","Yes","Yes","Yes","Yes","Yes"
"237532","Yes","Yes","Yes","Yes","Yes"
"237533","Yes","Yes","Yes","Yes","Yes"
"237534","Yes","Yes","Yes","Yes","Yes"
"237536","Yes","Yes","Yes","Yes","Yes"
"237537","Yes","Yes","Yes","Yes","Yes"
"237538","Yes","Yes","Yes","Yes","Yes"
"237539","Yes","Yes","Yes","Yes","Yes"
"237540","Yes","Yes","Yes","Yes","No"
"237541","Yes","Yes","Yes","Yes","Yes"
"237542","Yes","Yes","Yes","Yes","Yes"
"237543","Yes","Yes","Yes","Yes","Yes"
"237544","Yes","Yes","Yes","Yes","Yes"
"237546","Yes","Yes","Yes","Yes","Yes"
"237547","Yes","Yes","Yes","Yes","Yes"
"237548","Yes","Yes","Yes","Yes","Yes"
"237549","Yes","Yes","Yes","Yes","Yes"
"237550","Yes","Yes","Yes","Yes","Yes"
"237551","Yes","Yes","Yes","Yes","Yes"
"237552","Yes","Yes","Yes","Yes","Yes"
"237554","Yes","Yes","Yes","Yes","Yes"
"237555","Yes","Yes","Yes","Yes","Yes"
"237557","Yes","Yes","Yes","Yes","Yes"
"237558","Yes","Yes","Yes","Yes","Yes"
"237559","Yes","Yes","Yes","Yes","Yes"
"237560","Yes","Yes","Yes","Yes","Yes"
"237561","Yes","Yes","Yes","Yes","Yes"
"237564","Yes","Yes","Yes","Yes","Yes"
"237565","Yes","Yes","Yes","Yes","Yes"
"237566","Yes","Yes","Yes","Yes","Yes"
"237567","Yes","Yes","Yes","Yes","Yes"
"237568","Yes","Yes","Yes","Yes","Yes"
"237569","Yes","Yes","Yes","Yes","Yes"
"237570","Yes","Yes","Yes","Yes","Yes"
"237571","Yes","Yes","Yes","Yes","Yes"
"237572","Yes","Yes","Yes","Yes","Yes"
"237573","Yes","Yes","Yes","Yes","Yes"
"237574","Yes","Yes","Yes","Yes","Yes"
"237575","Yes","Yes","Yes","Yes","Yes"
"237576","Yes","Yes","Yes","Yes","Yes"
"237577","Yes","Yes","Yes","Yes","Yes"
"237579","Yes","Yes","Yes","Yes","Yes"
"237580","Yes","Yes","Yes","Yes","Yes"
"237581","Yes","Yes","Yes","Yes","Yes"
"237583","Yes","Yes","Yes","Yes","Yes"
"237584","Yes","Yes","Yes","Yes","Yes"
"237585","Yes","Yes","Yes","Yes","Yes"
"237586","Yes","Yes","Yes","Yes","Yes"
"237587","Yes","Yes","Yes","Yes","Yes"
"237588","Yes","Yes","Yes","Yes","Yes"
"237589","Yes","Yes","Yes","Yes","Yes"
"237590","Yes","Yes","Yes","Yes","Yes"
"237591","Yes","Yes","Yes","Yes","Yes"
"237592","Yes","Yes","Yes","Yes","Yes"
"237593","Yes","Yes","Yes","Yes","Yes"
"237597","Yes","Yes","Yes","Yes","Yes"
"237598","Yes","Yes","Yes","Yes","Yes"
"237601","Yes","Yes","Yes","Yes","Yes"
"237602","Yes","Yes","Yes","Yes","Yes"
"237603","Yes","Yes","Yes","Yes","Yes"
"237604","Yes","Yes","Yes","Yes","Yes"
"237605","Yes","Yes","Yes","Yes","Yes"
"237607","Yes","Yes","Yes","Yes","Yes"
"237608","Yes","Yes","Yes","Yes","Yes"
"237609","Yes","Yes","Yes","Yes","Yes"
"237610","Yes","Yes","Yes","Yes","Yes"
"237611","Yes","Yes","Yes","Yes","Yes"
"237612","Yes","Yes","Yes","Yes","Yes"
"237613","Yes","Yes","Yes","Yes","Yes"
"237614","Yes","Yes","Yes","Yes","No"
"237615","Yes","Yes","Yes","Yes","Yes"
"237616","Yes","Yes","Yes","Yes","Yes"
"237617","Yes","Yes","Yes","Yes","Yes"
"237618","Yes","Yes","Yes","Yes","Yes"
"237619","Yes","Yes","Yes","Yes","Yes"
"237620","Yes","Yes","Yes","Yes","Yes"
"237621","Yes","Yes","Yes","Yes","Yes"
"237622","Yes","Yes","Yes","No","Yes"
"237623","Yes","Yes","Yes","Yes","Yes"
"237625","Yes","Yes","Yes","Yes","Yes"
"237626","Yes","Yes","Yes","Yes","Yes"
"237627","Yes","Yes","Yes","Yes","Yes"
"237628","Yes","Yes","Yes","Yes","Yes"
"237630","Yes","Yes","Yes","Yes","Yes"
"237631","Yes","Yes","Yes","Yes","Yes"
"237632","Yes","Yes","Yes","Yes","Yes"
"237633","Yes","Yes","Yes","Yes","Yes"
"237634","Yes","Yes","Yes","Yes","Yes"
"237635","Yes","Yes","Yes","Yes","Yes"
"237636","Yes","Yes","Yes","Yes","Yes"
"237638","Yes","Yes","Yes","Yes","Yes"
"237639","Yes","Yes","Yes","Yes","Yes"
"237640","Yes","Yes","Yes","Yes","Yes"
"237642","Yes","Yes","Yes","Yes","Yes"
"237643","Yes","Yes","Yes","No","Yes"
"237644","Yes","Yes","Yes","Yes","Yes"
"237645","Yes","Yes","Yes","Yes","Yes"
"237646","Yes","Yes","Yes","No","Yes"
"237647","Yes","Yes","Yes","Yes","Yes"
"237648","Yes","Yes","Yes","Yes","Yes"
"237650","Yes","Yes","Yes","Yes","Yes"
"237651","Yes","Yes","No","Yes","Yes"
"237652","Yes","Yes","Yes","Yes","Yes"
"237654","Yes","Yes","Yes","Yes","Yes"
"237655","Yes","Yes","Yes","Yes","Yes"
"237656","Yes","Yes","Yes","Yes","Yes"
"237657","Yes","Yes","Yes","Yes","Yes"
"237658","Yes","Yes","Yes","Yes","Yes"
"237659","Yes","Yes","Yes","Yes","Yes"
"237660","Yes","Yes","Yes","Yes","Yes"
"237661","Yes","Yes","Yes","Yes","Yes"
"237662","Yes","Yes","Yes","Yes","Yes"
"237663","Yes","Yes","Yes","Yes","Yes"
"237664","Yes","Yes","Yes","Yes","Yes"
"237665","Yes","Yes","Yes","Yes","Yes"
"237666","Yes","Yes","Yes","Yes","Yes"
"237667","Yes","Yes","Yes","Yes","Yes"
"237668","Yes","Yes","Yes","Yes","Yes"
"237669","Yes","Yes","Yes","Yes","Yes"
"237670","Yes","Yes","Yes","Yes","Yes"
"237671","Yes","Yes","Yes","Yes","Yes"
"237672","Yes","Yes","Yes","Yes","Yes"
"237673","Yes","Yes","Yes","Yes","Yes"
"237674","Yes","Yes","Yes","Yes","Yes"
"237675","Yes","Yes","Yes","Yes","Yes"
"237676","Yes","Yes","Yes","Yes","Yes"
"237677","Yes","Yes","Yes","Yes","Yes"
"237678","Yes","Yes","Yes","Yes","Yes"
"237679","Yes","Yes","Yes","Yes","Yes"
"237682","Yes","Yes","Yes","Yes","Yes"
"237683","Yes","Yes","Yes","Yes","Yes"
"237684","Yes","Yes","Yes","Yes","Yes"
"237685","Yes","Yes","Yes","Yes","Yes"
"237686","Yes","Yes","Yes","Yes","Yes"
"237688","Yes","Yes","Yes","Yes","Yes"
"237689","Yes","Yes","Yes","Yes","Yes"
"237690","Yes","Yes","Yes","Yes","Yes"
"237691","Yes","Yes","Yes","Yes","Yes"
"237692","Yes","Yes","Yes","Yes","Yes"
"237693","Yes","Yes","Yes","Yes","Yes"
"237694","Yes","Yes","Yes","Yes","Yes"
"237695","Yes","Yes","Yes","Yes","Yes"
"237696","Yes","Yes","Yes","Yes","Yes"
"237697","Yes","Yes","Yes","Yes","Yes"
"237698","Yes","Yes","Yes","Yes","Yes"
"237699","Yes","Yes","Yes","Yes","Yes"
"237700","Yes","Yes","Yes","Yes","Yes"
"237701","Yes","Yes","Yes","Yes","Yes"
"237702","Yes","Yes","Yes","Yes","Yes"
"237703","Yes","Yes","Yes","Yes","Yes"
"237704","Yes","Yes","Yes","Yes","Yes"
"237705","Yes","Yes","Yes","Yes","Yes"
"237706","Yes","Yes","Yes","Yes","Yes"
"237707","Yes","Yes","Yes","Yes","Yes"
"237708","Yes","Yes","Yes","Yes","Yes"
"237709","Yes","Yes","Yes","Yes","Yes"
"237711","Yes","Yes","Yes","Yes","Yes"
"237712","Yes","Yes","Yes","Yes","Yes"
"237713","Yes","Yes","Yes","Yes","Yes"
"237714","Yes","Yes","Yes","Yes","Yes"
"237716","Yes","Yes","Yes","Yes","Yes"
"237718","Yes","Yes","Yes","Yes","Yes"
"237719","Yes","Yes","Yes","Yes","Yes"
"237720","Yes","Yes","Yes","Yes","Yes"
"237721","Yes","Yes","Yes","Yes","Yes"
"237722","Yes","Yes","Yes","Yes","Yes"
"237723","Yes","Yes","Yes","Yes","Yes"
"237724","Yes","Yes","Yes","Yes","Yes"
"237725","Yes","Yes","Yes","Yes","Yes"
"237726","Yes","Yes","Yes","Yes","Yes"
"237727","Yes","Yes","Yes","Yes","Yes"
"237728","Yes","Yes","Yes","Yes","Yes"
"237729","Yes","Yes","Yes","Yes","Yes"
"237730","Yes","Yes","Yes","Yes","Yes"
"237731","Yes","Yes","Yes","Yes","Yes"
"237732","Yes","Yes","Yes","Yes","Yes"
"237733","Yes","Yes","Yes","Yes","Yes"
"237734","Yes","Yes","Yes","Yes","Yes"
"237735","Yes","Yes","Yes","Yes","Yes"
"237738","Yes","Yes","Yes","Yes","Yes"
"237740","Yes","Yes","Yes","Yes","Yes"
"237742","Yes","Yes","Yes","Yes","Yes"
"237743","Yes","Yes","Yes","Yes","Yes"
"237744","Yes","Yes","Yes","Yes","Yes"
"237745","Yes","Yes","Yes","Yes","Yes"
"237746","Yes","Yes","Yes","Yes","Yes"
"237747","Yes","Yes","Yes","Yes","Yes"
"237748","Yes","Yes","Yes","Yes","Yes"
"237749","Yes","Yes","Yes","Yes","Yes"
"237750","Yes","Yes","Yes","Yes","Yes"
"237751","Yes","Yes","Yes","Yes","No"
"237752","Yes","Yes","Yes","Yes","Yes"
"237753","Yes","Yes","Yes","Yes","Yes"
"237754","Yes","Yes","Yes","Yes","Yes"
"237755","Yes","Yes","Yes","Yes","Yes"
"237756","Yes","Yes","Yes","Yes","Yes"
"237757","Yes","Yes","Yes","Yes","Yes"
"237758","Yes","Yes","Yes","Yes","Yes"
"237759","Yes","Yes","Yes","Yes","Yes"
"237760","Yes","Yes","Yes","Yes","Yes"
"237762","Yes","Yes","Yes","Yes","Yes"
"237763","Yes","Yes","Yes","Yes","Yes"
"237764","Yes","Yes","Yes","Yes","No"
"237765","Yes","Yes","Yes","Yes","Yes"
"237766","Yes","Yes","Yes","Yes","Yes"
"237768","Yes","Yes","Yes","Yes","Yes"
"237769","Yes","Yes","Yes","Yes","Yes"
"237770","Yes","Yes","Yes","Yes","Yes"
"237771","Yes","Yes","Yes","Yes","Yes"
"237772","Yes","Yes","Yes","Yes","Yes"
"237773","Yes","Yes","Yes","Yes","Yes"
"237774","Yes","Yes","Yes","Yes","Yes"
"237775","Yes","Yes","Yes","Yes","Yes"
"237776","Yes","Yes","Yes","Yes","Yes"
"237777","Yes","Yes","No","Yes","Yes"
"237778","Yes","Yes","Yes","Yes","Yes"
"237779","Yes","Yes","Yes","Yes","Yes"
"237780","Yes","Yes","Yes","Yes","Yes"
"237781","Yes","Yes","Yes","Yes","Yes"
"237782","Yes","Yes","Yes","Yes","Yes"
"237783","Yes","Yes","Yes","Yes","Yes"
"237784","Yes","Yes","Yes","Yes","Yes"
"237786","Yes","Yes","Yes","Yes","Yes"
"237787","Yes","Yes","Yes","Yes","Yes"
"237788","Yes","Yes","Yes","Yes","Yes"
"237789","Yes","Yes","Yes","Yes","Yes"
"237791","Yes","Yes","Yes","Yes","Yes"
"237793","Yes","Yes","Yes","Yes","Yes"
"237794","Yes","Yes","No","Yes","Yes"
"237795","Yes","Yes","Yes","Yes","Yes"
"237796","Yes","No","No","No","Yes"
"237797","Yes","Yes","Yes","Yes","Yes"
"237798","Yes","Yes","Yes","Yes","Yes"
"237799","Yes","Yes","No","Yes","Yes"
"237824","Yes","Yes","Yes","Yes","Yes"
"239000","Yes","Yes","Yes","Yes","Yes"
"239001","Yes","Yes","Yes","Yes","Yes"
"239002","Yes","Yes","Yes","Yes","Yes"
"239003","Yes","Yes","Yes","No","Yes"
"239004","Yes","Yes","Yes","Yes","Yes"
"239005","Yes","Yes","Yes","Yes","Yes"
"239006","Yes","Yes","Yes","Yes","Yes"
"239007","Yes","Yes","Yes","Yes","Yes"
"239008","Yes","Yes","Yes","Yes","Yes"
"239009","Yes","Yes","Yes","Yes","Yes"
"239010","Yes","Yes","Yes","Yes","Yes"
"239011","Yes","Yes","Yes","Yes","Yes"
"239012","Yes","Yes","Yes","Yes","Yes"
"239013","Yes","Yes","No","Yes","Yes"
"239014","Yes","Yes","Yes","Yes","Yes"
"239015","Yes","Yes","Yes","Yes","Yes"
"239016","Yes","Yes","Yes","No","Yes"
"239017","Yes","Yes","Yes","Yes","Yes"
"239018","Yes","Yes","Yes","Yes","Yes"
"239019","Yes","Yes","Yes","Yes","Yes"
"239020","Yes","Yes","Yes","Yes","Yes"
"239021","Yes","Yes","Yes","Yes","Yes"
"239022","Yes","Yes","Yes","Yes","Yes"
"239023","Yes","Yes","Yes","Yes","Yes"
"239024","Yes","Yes","Yes","Yes","Yes"
"239025","Yes","Yes","Yes","Yes","Yes"
"239027","Yes","Yes","Yes","Yes","Yes"
"239028","Yes","Yes","Yes","Yes","Yes"
"239030","Yes","Yes","Yes","Yes","Yes"
"239031","Yes","Yes","Yes","Yes","Yes"
"239032","Yes","Yes","Yes","Yes","Yes"
"239033","Yes","Yes","Yes","Yes","Yes"
"239034","Yes","Yes","Yes","Yes","Yes"
"239035","Yes","Yes","Yes","Yes","Yes"
"239036","Yes","Yes","Yes","Yes","Yes"
"239037","Yes","Yes","Yes","Yes","Yes"
"239038","Yes","Yes","Yes","Yes","Yes"
"239039","Yes","Yes","Yes","Yes","Yes"
"239040","Yes","Yes","Yes","Yes","Yes"
"239041","Yes","Yes","Yes","Yes","Yes"
"239042","Yes","Yes","No","Yes","Yes"
"239044","Yes","Yes","No","Yes","Yes"
"239045","Yes","Yes","Yes","Yes","Yes"
"239046","Yes","Yes","Yes","Yes","Yes"
"239047","Yes","Yes","Yes","Yes","Yes"
"239048","Yes","Yes","Yes","Yes","Yes"
"239049","Yes","Yes","Yes","Yes","Yes"
"239050","Yes","Yes","Yes","Yes","Yes"
"239051","Yes","Yes","Yes","Yes","Yes"
"239052","Yes","Yes","Yes","Yes","Yes"
"239053","Yes","Yes","Yes","Yes","Yes"
"239054","Yes","Yes","Yes","Yes","Yes"
"239055","Yes","Yes","Yes","Yes","Yes"
"239056","Yes","Yes","Yes","Yes","Yes"
"239057","Yes","Yes","Yes","Yes","Yes"
"239058","Yes","Yes","Yes","Yes","Yes"
"239059","Yes","Yes","Yes","Yes","Yes"
"239060","Yes","Yes","Yes","Yes","Yes"
"239061","Yes","Yes","Yes","Yes","Yes"
"239062","Yes","Yes","Yes","Yes","Yes"
"239063","Yes","Yes","Yes","Yes","Yes"
"239064","Yes","Yes","Yes","Yes","Yes"
"239066","Yes","Yes","Yes","Yes","Yes"
"239067","Yes","Yes","Yes","Yes","Yes"
"239068","Yes","Yes","Yes","Yes","Yes"
"239069","Yes","Yes","Yes","Yes","Yes"
"239070","Yes","Yes","Yes","Yes","Yes"
"239071","Yes","Yes","Yes","Yes","Yes"
"239072","Yes","Yes","Yes","Yes","Yes"
"239073","Yes","Yes","Yes","Yes","Yes"
"239074","Yes","Yes","Yes","Yes","Yes"
"239075","Yes","Yes","Yes","Yes","Yes"
"239076","Yes","Yes","Yes","Yes","Yes"
"239077","Yes","Yes","Yes","Yes","Yes"
"239078","Yes","Yes","Yes","Yes","Yes"
"239079","Yes","Yes","Yes","Yes","Yes"
"239080","Yes","Yes","Yes","Yes","Yes"
"239081","Yes","Yes","Yes","Yes","Yes"
"239082","Yes","Yes","No","Yes","Yes"
"239083","Yes","Yes","Yes","Yes","Yes"
"239084","Yes","Yes","No","Yes","Yes"
"239085","Yes","Yes","Yes","Yes","Yes"
"239086","Yes","Yes","Yes","Yes","Yes"
"239087","Yes","Yes","Yes","Yes","Yes"
"239088","Yes","Yes","Yes","Yes","Yes"
"239089","Yes","Yes","Yes","Yes","Yes"
"239090","Yes","Yes","Yes","Yes","Yes"
"239091","Yes","Yes","Yes","Yes","Yes"
"239092","Yes","Yes","Yes","Yes","Yes"
"239094","Yes","Yes","Yes","Yes","Yes"
"239095","Yes","Yes","Yes","Yes","Yes"
"239096","Yes","Yes","Yes","Yes","Yes"
"239097","Yes","Yes","Yes","Yes","Yes"
"239098","Yes","Yes","Yes","Yes","Yes"
"239099","Yes","Yes","Yes","Yes","Yes"
"239100","Yes","Yes","Yes","Yes","Yes"
"239101","Yes","Yes","Yes","Yes","Yes"
"239102","Yes","Yes","Yes","Yes","Yes"
"239103","Yes","Yes","Yes","Yes","Yes"
"239104","Yes","Yes","Yes","Yes","Yes"
"239105","Yes","Yes","Yes","Yes","Yes"
"239106","Yes","No","Yes","Yes","Yes"
"239107","Yes","Yes","Yes","Yes","Yes"
"239108","Yes","Yes","Yes","Yes","Yes"
"239109","Yes","Yes","Yes","Yes","Yes"
"239112","Yes","Yes","Yes","Yes","Yes"
"239113","Yes","Yes","Yes","Yes","Yes"
"239114","Yes","Yes","Yes","Yes","Yes"
"239115","Yes","Yes","Yes","Yes","Yes"
"239116","Yes","Yes","Yes","Yes","Yes"
"239117","Yes","Yes","Yes","Yes","Yes"
"239118","Yes","Yes","Yes","Yes","Yes"
"239119","Yes","Yes","No","Yes","Yes"
"239120","Yes","Yes","Yes","Yes","Yes"
"239121","Yes","Yes","Yes","Yes","Yes"
"239122","Yes","Yes","No","Yes","Yes"
"239123","Yes","Yes","Yes","Yes","Yes"
"239125","Yes","Yes","No","Yes","Yes"
"239126","Yes","Yes","Yes","Yes","Yes"
"239127","Yes","Yes","Yes","Yes","Yes"
"239128","Yes","Yes","No","Yes","Yes"
"239129","Yes","Yes","Yes","Yes","Yes"
"239130","Yes","Yes","Yes","Yes","Yes"
"239131","Yes","Yes","Yes","Yes","Yes"
"239132","Yes","Yes","No","Yes","Yes"
"239133","Yes","Yes","Yes","Yes","Yes"
"239135","Yes","Yes","Yes","Yes","Yes"
"239136","Yes","Yes","Yes","Yes","Yes"
"239137","Yes","Yes","Yes","Yes","Yes"
"239138","Yes","Yes","Yes","Yes","Yes"
"239139","Yes","Yes","Yes","Yes","Yes"
"239140","Yes","Yes","Yes","Yes","Yes"
"239141","Yes","Yes","Yes","Yes","Yes"
"239142","Yes","Yes","Yes","Yes","Yes"
"239143","Yes","Yes","Yes","Yes","Yes"
"239144","Yes","Yes","No","No","Yes"
"239145","Yes","Yes","Yes","Yes","Yes"
"239146","Yes","Yes","Yes","Yes","Yes"
"239148","Yes","Yes","Yes","Yes","Yes"
"239149","Yes","Yes","Yes","Yes","Yes"
"239150","Yes","Yes","Yes","Yes","Yes"
"239151","Yes","Yes","Yes","Yes","Yes"
"239152","Yes","Yes","No","No","Yes"
"239153","Yes","Yes","Yes","Yes","Yes"
"239154","Yes","Yes","Yes","Yes","Yes"
"239155","Yes","Yes","Yes","Yes","Yes"
"239156","Yes","Yes","Yes","Yes","Yes"
"239157","Yes","Yes","Yes","Yes","Yes"
"239158","Yes","Yes","Yes","Yes","Yes"
"239159","Yes","Yes","Yes","Yes","Yes"
"239160","Yes","Yes","No","No","Yes"
"239161","Yes","Yes","Yes","Yes","Yes"
"239162","Yes","Yes","Yes","Yes","Yes"
"239163","Yes","Yes","Yes","Yes","Yes"
"239164","Yes","Yes","Yes","Yes","Yes"
"239165","Yes","Yes","Yes","Yes","Yes"
"239166","Yes","Yes","Yes","Yes","Yes"
"239167","Yes","Yes","Yes","Yes","No"
"239168","Yes","Yes","Yes","Yes","Yes"
"239169","Yes","Yes","Yes","Yes","Yes"
"239170","Yes","Yes","Yes","Yes","Yes"
"239171","Yes","Yes","No","No","Yes"
"239172","Yes","Yes","Yes","Yes","Yes"
"239173","Yes","Yes","Yes","Yes","Yes"
"239174","Yes","Yes","Yes","Yes","Yes"
"239175","Yes","Yes","Yes","Yes","Yes"
"239176","Yes","Yes","Yes","Yes","Yes"
"239177","Yes","Yes","Yes","Yes","Yes"
"239178","Yes","Yes","Yes","No","Yes"
"239179","Yes","Yes","Yes","Yes","Yes"
"239181","Yes","Yes","Yes","Yes","Yes"
