"CMS_Cert_Num","Question_1","Question_2","Question_3","Question_4","Question_5","Question_6","Question_7","Question_8","Question_9","Question_10","Question_11","Question_12","Question_13","Question_14","Question_15","Question_16","Question_17","Question_18","Question_19"
"347079","88","99","100","100","73","73","100","100","100","100","100","65","61","52","55","62","41","11","20"
"347080","89","70","89","99","73","81","99","90","84","85","98","57","56","48","67","75","48","16","19"
"347081","91","97","99","99","71","73","100","99","94","100","99","59","59","64","66","57","49","10","15"
"347083","92","97","69","99","67","71","99","99","96","100","97","61","55","59","75","78","39","17","18"
"347084","92","96","99","100","78","78","100","100","97","100","100","59","50","62","56","63","48","15","14"
"347085","98","91","62","91","56","70","97","100","100","100","99","39","39","46","52","31","39","19","15"
"347086","87","86","89","85","63","62","92","75","54","71","90","59","63","71","70","79","45","10","19"
"347087","88","93","100","98","72","62","99","86","75","89","97","54","70","63","71","69","48","11","17"
"347089","93","85","97","94","62","66","83","100","95","99","94","57","54","55","44","53","31","3","21"
"347090","86","86","85","98","60","49","99","99","97","100","100","56","50","62","60","66","42","15","16"
"347091","89","99","90","100","75","78","99","98","100","93","100","66","56","70","72","80","58","13","17"
"347096","86","46","98","89","66","62","95","92","89","100","84","52","79","65","77","76","45","16","22"
"347097","97","99","98","100","95","95","100","92","87","98","100","69","55","80","75","81","35","19","19"
"347098","90","94","85","100","70","68","99","97","90","96","100","63","48","67","71","71","55","10","20"
"347099","83","95","73","93","77","76","97","100","98","98","98","53","52","57","57","66","42","12","19"
"347100","83","60","94","26","48","75","100","60","15","33","84","62","64","81","67","40","38","2","15"
"347101","97","97","98","100","78","75","100","100","100","100","100","50","45","51","49","49","38","14","17"
"347102","93","90","96","99","72","77","99","99","97","100","99","58","54","54","65","63","42","12","18"
"347104","88","90","100","98","69","81","96","100","99","100","91","56","65","51","60","53","41","15","12"
"347106","82","89","99","100","71","62","99","96","86","91","100","57","49","61","67","71","49","15","14"
"347110","82","98","99","99","69","68","99","98","98","68","100","59","60","64","64","65","50","12","15"
"347112","96","96","100","99","83","89","100","99","99","100","100","55","61","52","53","60","37","14","18"
"347113","97","94","99","97","76","76","97","97","89","98","99","53","53","56","59","61","39","11","18"
"347114","97","96","98","99","80","74","99","100","99","100","99","53","55","60","54","56","36","9","18"
"347116","75","55","94","93","59","53","93","93","96","92","93","51","64","58","65","62","36","10","19"
"347118","89","97","89","95","77","64","96","98","90","89","99","55","62","58","76","80","41","14","16"
"347119","83","97","94","98","81","84","99","96","97","98","100","71","61","75","63","73","37","20","22"
"347120","95","98","100","100","83","87","100","100","100","100","99","60","58","60","71","71","44","10","18"
"347121","95","96","100","99","77","83","100","99","95","100","99","64","59","65","67","72","49","10","14"
"347122","94","97","98","91","80","89","99","100","100","100","100","64","65","58","59","64","42","6","18"
"347123","90","68","97","97","64","57","99","84","98","98","98","61","47","57","74","63","50","11","16"
"347124","91","96","99","99","73","66","99","100","98","100","99","56","60","59","59","65","42","9","16"
"347125","99","94","100","99","78","81","99","99","98","100","99","50","45","57","53","62","36","14","18"
"347126","82","79","93","95","71","67","99","82","90","89","95","55","55","53","57","59","47","8","16"
"347128","93","96","95","97","78","70","99","97","85","87","98","54","48","60","62","51","44","15","17"
"347129","97","98","100","99","83","86","100","93","85","58","99","57","70","65","69","68","54","11","15"
"347130","97","95","99","99","78","77","99","100","99","100","99","59","56","62","63","62","44","11","16"
"347131","89","95","81","100","59","53","98","98","95","95","100","65","50","68","74","78","60","15","15"
"347132","96","85","93","97","65","77","99","99","96","90","96","59","55","74","69","77","45","14","12"
"347134","97","97","98","100","82","80","100","100","99","100","100","58","63","66","69","68","50","10","17"
"347136","94","93","99","99","76","79","98","99","87","94","95","52","50","58","60","64","39","14","17"
"347169","93","71","94","98","69","70","97","95","90","97","98","60","55","63","70","67","47","12","18"
"347170","92","83","98","99","67","64","99","96","91","99","99","55","43","58","70","61","47","15","15"
"347171","97","99","85","99","84","71","100","100","100","99","100","66","67","68","60","62","49","11","16"
"347172","85","74","90","94","58","62","99","94","82","96","99","64","53","78","70","71","51","12","17"
"347173","83","81","92","98","76","76","99","94","88","88","99","62","58","64","63","68","54","11","17"
"347174","86","51","96","95","77","59","99","89","80","87","99","54","45","48","62","58","25","10","15"
"347175","93","99","96","99","85","89","99","100","98","97","98","58","61","66","68","61","49","11","15"
"347176","82","81","87","99","54","53","99","99","94","95","99","59","49","66","72","76","50","13","15"
"347177","89","83","88","99","70","66","99","98","99","100","100","58","50","62","66","66","49","13","17"
"347178","98","100","98","100","85","84","100","100","100","100","100","62","58","66","66","73","47","10","14"
"347179","96","97","98","99","75","80","99","100","100","99","100","58","58","61","59","58","45","12","15"
"347181","87","85","100","99","69","62","99","95","96","99","95","61","62","67","62","73","54","10","17"
"347185","85","87","80","72","69","81","97","99","95","99","93","34","32","36","43","63","26","8","11"
"347186","83","80","91","95","81","79","96","82","65","77","93","54","55","67","70","82","43","15","19"
"347187","87","97","100","99","77","76","98","100","99","99","99","57","57","66","68","69","45","10","16"
"347190","99","98","100","100","87","91","99","98","100","97","100","63","59","69","83","76","50","9","13"
"347191","84","82","88","94","75","67","92","96","90","91","100","55","55","61","62","73","47","15","16"
"347192","85","96","100","99","69","57","99","100","99","100","100","65","71","71","61","64","47","15","17"
"347195","86","88","95","98","74","77","98","99","96","97","99","54","47","64","72","65","55","15","16"
"347200","91","70","99","99","74","66","99","96","70","99","99","58","62","64","59","67","53","10","19"
"347204","83","90","84","95","74","74","98","93","81","90","99","61","53","66","54","73","46","15","16"
"347206","99","99","100","99","83","82","100","100","100","100","100","65","62","69","74","67","54","14","15"
"347210","88","73","91","85","70","49","98","74","82","80","98","50","50","57","64","63","48","12","16"
"347211","89","99","95","100","83","63","100","99","97","97","100","68","58","73","76","76","60","14","18"
"347212","91","97","100","99","75","75","99","100","100","100","99","65","73","72","54","73","48","9","21"
"347215","91","94","97","98","68","61","98","99","98","98","99","61","55","56","67","74","45","12","16"
"347217","89","90","100","99","74","73","99","98","96","97","100","63","64","61","77","86","58","15","18"
"347219","95","89","100","100","76","76","99","99","99","98","99","64","58","68","79","85","53","10","18"
"347220","93","94","93","95","65","71","100","98","98","98","99","49","41","56","62","63","42","14","14"
"347222","91","90","96","99","77","73","99","100","96","94","98","59","58","66","69","70","49","10","14"
"347223","98","99","100","99","80","76","99","100","100","99","100","67","67","71","79","78","52","14","15"
"347224","97","99","99","98","84","84","100","100","99","97","99","55","61","65","57","77","40","16","14"
"347225","90","84","90","98","50","26","99","100","100","100","96","56","50","46","66","71","38","14","20"
"347226","93","75","92","97","61","54","98","98","93","92","98","60","57","67","73","69","55","12","16"
"347227","95","90","71","93","76","81","99","95","78","88","96","60","55","61","74","66","41","11","18"
"347228","98","99","97","98","79","75","99","100","99","99","100","60","60","67","75","78","46","10","18"
"347230","78","99","100","98","62","74","100","99","99","98","100","50","49","57","79","66","41","9","20"
"347231","86","93","95","97","73","37","93","79","22","82","97","63","61","62","69","71","45","8","16"
"347233","88","72","83","97","50","48","95","99","97","99","97","66","58","70","69","79","53","11","19"
"347234","82","69","91","99","57","64","99","99","84","88","99","63","53","68","67","74","65","14","15"
"347235","96","86","97","99","72","52","100","99","97","99","99","61","55","68","60","64","53","11","13"
"347236","93","99","99","100","91","90","100","100","100","100","100","56","49","61","69","78","46","13","14"
"347237","94","97","100","96","66","65","99","99","100","100","100","48","55","51","52","51","37","12","18"
"347238","85","80","97","96","83","73","97","98","97","92","98","56","62","62","69","69","50","12","13"
"347239","70","73","97","63","66","53","94","95","90","92","84","50","45","52","53","50","38","14","17"
"347241","85","76","93","92","77","74","97","70","56","69","98","59","66","63","72","74","52","11","16"
"347242","91","97","94","85","82","83","98","97","97","81","99","60","65","71","62","77","51","17","20"
"347243","97","98","98","99","73","81","99","100","99","94","100","59","56","61","73","71","36","14","15"
"347244","83","96","99","90","29","34","96","99","100","96","100","48","35","57","56","68","28","21","13"
"347245","87","93","100","93","78","73","99","97","97","100","99","58","66","68","70","73","55","15","16"
"347246","94","92","97","96","53","56","91","97","96","95","97","53","61","73","65","75","52","13","18"
"347247","94","94","83","98","68","59","98","99","94","98","99","50","59","63","67","70","48","13","16"
"347248","82","80","98","97","41","38","94","98","98","98","98","44","57","49","63","68","36","11","14"
"347249","92","93","99","99","67","64","100","100","94","95","99","57","57","57","73","72","49","17","14"
"347250","94","92","97","99","86","81","99","96","91","100","100","63","38","65","63","55","38","13","13"
"347251","90","80","99","96","67","69","99","99","89","96","99","63","55","70","53","71","51","15","16"
"347300","92","93","99","86","81","81","98","95","86","88","96","56","63","62","68","71","36","13","17"
"347306","88","72","93","99","59","60","100","87","96","99","98","59","62","61","84","77","52","12","18"
"347307","93","98","99","86","60","59","99","100","100","98","99","52","51","53","76","83","42","13","18"
"347308","85","95","87","98","81","80","99","99","97","96","99","57","66","62","67","71","48","13","17"
"347309","93","96","98","99","93","96","99","98","99","98","100","59","60","70","75","83","59","14","17"
"347310","93","78","93","97","65","62","99","96","93","96","99","64","53","67","69","65","49","14","17"
"347317","87","69","93","96","69","67","99","89","88","92","99","58","54","59","63","67","42","14","17"
"347318","91","91","99","97","74","75","100","100","99","100","99","62","45","59","75","66","45","19","19"
"347319","96","90","95","91","70","72","98","99","100","100","100","66","66","71","78","68","51","13","14"
"347320","94","99","94","91","64","46","98","99","100","100","98","53","36","60","59","76","37","16","14"
"347321","92","76","98","96","65","76","100","99","100","97","100","68","57","60","71","64","49","23","22"
"347322","93","92","78","96","81","82","99","96","85","82","98","66","57","66","68","71","49","9","15"
"347325","95","84","95","95","92","92","99","94","70","70","97","60","56","67","67","77","58","16","13"
"347326","83","72","97","98","80","78","98","95","93","99","100","56","51","53","70","72","46","15","17"
"347328","86","89","98","87","69","52","98","98","99","96","99","65","56","64","72","72","49","15","19"
"347329","92","86","97","93","79","78","100","98","75","87","100","62","60","65","60","67","51","15","17"
"347330","89","83","93","97","69","70","100","100","98","99","100","60","51","60","68","63","49","13","18"
"347331","88","84","90","96","64","54","99","98","97","97","99","61","53","63","63","72","39","13","18"
"347333","89","82","99","97","58","53","99","92","92","93","96","56","55","56","72","76","37","11","16"
"347334","94","99","100","99","82","75","100","100","94","98","100","50","57","68","71","76","51","9","17"
"347335","96","95","100","100","81","88","99","100","93","100","100","59","46","70","61","66","57","15","10"
"357004","86","89","99","98","86","92","99","99","87","98","96","44","36","50","54","60","33","13","18"
"357007","99","99","98","100","82","95","100","99","100","100","100","49","66","70","66","71","51","15","14"
"357013","98","100","100","100","82","83","100","100","100","100","100","55","52","64","69","64","52","11","16"
"357014","95","95","99","100","79","75","100","100","99","100","100","58","50","67","55","65","54","14","16"
"357021","95","94","95","99","84","89","100","100","98","100","100","45","44","60","60","59","42","8","10"
"357029","96","91","100","94","87","77","100","98","100","100","100","43","50","52","65","46","41","16","17"
"357030","95","100","100","99","82","90","100","100","100","100","100","52","42","64","63","64","43","11","14"
"357035","99","100","100","100","88","91","100","97","91","83","100","57","56","67","72","67","51","15","15"
"357042","97","96","100","97","73","76","99","98","99","100","100","49","67","70","73","57","46","10","13"
"357060","99","98","85","100","84","81","99","100","99","100","100","65","61","75","75","65","58","19","16"
"367000","87","93","100","97","71","85","98","98","98","99","97","54","58","55","62","50","46","16","19"
"367001","89","89","98","100","75","74","99","99","94","98","100","61","61","65","67","65","37","12","17"
"367010","96","96","100","97","71","77","100","99","96","98","99","66","78","60","73","63","48","16","32"
"367011","97","99","100","99","66","62","99","100","99","100","100","54","49","55","55","56","41","14","17"
"367016","95","93","100","99","72","75","99","92","89","73","99","66","61","82","78","75","67","18","20"
"367021","87","97","98","98","61","56","98","99","98","99","98","50","46","51","60","58","38","11","19"
"367022","96","100","99","99","80","57","100","100","100","100","99","48","59","58","80","69","56","13","17"
"367034","91","89","100","100","70","72","100","100","99","100","100","69","57","75","64","77","61","10","17"
"367039","92","93","100","100","79","83","100","99","98","99","100","61","58","61","61","58","42","18","10"
"367055","90","94","99","99","71","79","99","97","95","65","94","61","53","56","61","77","51","17","13"
"367059","92","96","92","91","81","74","92","99","97","95","97","65","64","71","62","73","57","4","20"
"367067","90","94","99","99","81","82","99","100","98","99","97","53","66","68","73","67","49","12","18"
"367069","96","92","99","96","84","87","99","100","97","97","98","74","72","73","84","76","60","16","21"
"367070","97","96","100","100","73","76","100","100","100","100","100","68","56","69","76","64","58","12","22"
"367076","94","92","98","99","73","79","97","97","95","78","99","61","62","63","65","62","43","9","23"
"367077","85","93","100","100","65","69","98","89","66","83","97","61","43","63","68","71","31","12","14"
"367085","86","73","99","100","68","75","100","100","100","99","99","63","60","69","61","63","50","13","21"
"367087","96","100","100","100","76","89","99","100","100","100","100","45","35","63","72","63","42","19","12"
"367089","99","90","99","100","70","76","100","100","100","100","100","61","60","65","76","70","50","16","11"
"367094","91","80","99","99","73","83","98","96","95","91","99","67","71","66","73","54","69","12","27"
"367097","96","99","99","99","76","81","100","95","99","99","99","54","57","59","60","58","50","14","14"
"367103","95","99","99","99","84","81","100","99","99","100","100","60","61","69","80","77","48","11","21"
"367114","95","97","100","100","82","83","99","97","88","98","99","59","52","62","59","55","40","13","20"
"367117","96","99","91","100","78","80","100","98","96","100","100","63","57","68","52","52","57","11","21"
"367118","94","94","100","99","68","70","100","100","100","100","99","59","56","60","62","69","50","12","15"
"367128","98","98","99","99","68","77","99","99","97","98","99","45","39","50","52","43","34","13","16"
"367131","84","99","100","99","56","59","100","100","100","100","100","53","56","54","60","60","36","10","21"
"367134","96","86","94","100","73","80","100","100","99","94","100","59","40","58","53","62","41","18","18"
"367135","89","71","95","99","82","84","99","98","93","98","99","59","51","67","68","72","53","13","18"
"367139","88","99","100","97","69","72","100","100","98","100","100","50","43","56","69","64","48","18","24"
"367140","88","96","93","75","76","80","99","98","82","84","100","61","45","56","53","56","39","13","24"
"367141","92","98","97","100","73","68","100","100","100","100","100","61","52","64","61","65","53","11","18"
"367142","86","81","100","100","70","83","100","85","85","83","97","42","57","55","50","55","36","14","23"
"367145","96","99","99","99","93","91","100","100","99","100","100","66","70","77","71","83","52","11","17"
"367146","90","94","100","96","70","84","100","98","93","96","94","50","64","65","60","64","49","4","13"
"367158","96","95","100","99","90","91","100","99","97","98","99","60","61","71","63","70","53","14","19"
"367159","92","97","98","100","80","85","99","99","99","99","98","64","62","73","68","66","55","11","18"
"367160","86","82","92","100","78","80","99","78","82","90","99","49","34","49","58","56","36","14","14"
"367161","88","83","96","97","56","52","92","95","93","86","95","78","60","63","67","63","33","13","19"
"367162","85","98","100","99","67","74","99","99","97","99","99","62","57","67","70","69","52","9","20"
"367163","91","91","98","97","81","76","96","99","96","95","100","58","56","62","67","59","40","12","25"
"367164","97","86","96","85","32","23","94","98","98","97","92","53","56","54","55","62","52","19","13"
"367165","87","93","84","98","50","53","96","99","100","100","99","53","45","59","76","82","55","12","28"
"367166","88","97","93","100","73","74","100","100","99","100","100","57","59","65","60","58","49","10","19"
"367167","89","58","91","100","31","33","98","98","90","88","100","51","42","57","70","70","52","13","14"
"367173","86","96","100","98","71","61","100","99","97","92","98","45","49","47","50","56","31","13","13"
"367175","93","85","99","98","56","49","99","97","95","97","97","44","","40","44","","36","13","21"
"367177","85","95","100","96","77","79","99","98","96","97","98","57","65","53","58","66","47","15","18"
"367190","92","18","99","93","5","5","96","37","37","76","91","24","17","41","44","32","27","6","15"
"367193","98","89","94","97","78","76","99","95","90","96","99","66","64","69","71","69","44","16","14"
"367200","96","82","99","98","82","85","99","95","97","97","100","52","52","59","57","43","37","19","15"
"367204","95","91","100","96","75","66","98","99","98","97","99","55","57","59","63","61","43","15","14"
"367208","87","97","93","98","70","84","97","99","96","99","100","55","57","62","80","62","46","10","14"
"367218","95","90","99","100","61","62","97","97","94","92","98","66","60","69","65","62","57","19","14"
"367238","97","95","92","100","70","64","99","99","96","100","100","68","72","74","88","87","65","15","17"
"367240","91","94","99","99","74","78","99","98","93","76","96","61","56","67","61","68","50","12","17"
"367249","96","90","100","99","76","71","99","100","99","100","100","55","42","55","61","54","34","16","17"
"367251","85","73","96","95","69","70","97","93","83","93","91","52","47","57","57","56","44","12","19"
"367253","96","94","100","100","79","82","100","100","100","100","99","67","60","74","70","70","55","11","11"
"367254","81","78","98","100","77","77","99","99","93","93","99","54","51","55","58","57","32","16","14"
"367256","91","84","98","98","77","76","98","97","95","97","99","42","50","46","55","45","30","5","25"
"367257","91","88","87","99","61","66","98","100","93","96","95","48","50","64","60","49","49","11","17"
"367260","86","83","99","100","70","68","99","99","98","99","99","57","52","62","61","57","38","13","16"
"367261","88","99","86","100","68","75","99","97","98","65","100","55","47","47","51","49","29","12","19"
"367262","93","95","100","99","75","81","100","96","91","79","99","57","59","67","60","55","51","8","19"
"367263","90","83","99","92","68","66","97","95","90","98","96","54","41","49","55","58","43","12","16"
"367264","100","71","99","97","76","86","100","98","93","100","100","54","52","73","78","67","56","24","11"
"367268","91","82","91","99","77","76","99","95","89","95","99","60","66","63","57","67","47","15","22"
"367269","99","97","99","100","64","59","99","99","94","94","99","58","55","49","63","56","28","13","11"
"367270","92","79","100","98","75","78","99","97","93","97","98","64","59","71","55","72","50","13","21"
"367271","92","97","95","99","83","87","99","98","98","100","100","63","56","66","68","68","49","13","17"
"367273","97","98","95","100","65","79","100","100","94","98","99","66","66","74","75","76","52","12","18"
"367277","91","97","89","100","68","74","100","100","99","100","100","54","62","58","62","63","40","14","18"
"367284","88","91","99","98","69","66","97","96","98","99","98","53","51","52","66","65","37","15","17"
"367290","98","100","100","99","86","86","100","100","98","100","99","52","55","58","66","64","48","10","19"
"367296","91","100","97","99","69","79","100","99","100","99","97","57","61","53","60","59","46","12","23"
"367299","93","88","99","95","83","82","94","98","95","98","98","68","60","66","69","72","49","14","19"
"367323","96","97","99","97","71","72","99","99","99","94","98","63","70","66","71","72","51","15","20"
"367329","97","99","98","100","71","81","100","99","98","98","97","59","65","66","76","70","51","14","17"
"367337","99","92","100","100","82","90","100","100","100","97","100","60","62","66","80","69","55","8","11"
"367338","99","69","97","98","77","83","99","99","98","100","100","63","54","62","76","74","46","14","17"
"367400","97","99","100","100","71","71","100","100","96","100","100","64","61","71","67","63","62","17","15"
"367401","96","94","100","99","70","76","99","100","100","99","98","55","40","60","64","64","38","14","17"
"367403","99","99","100","100","52","40","100","100","100","100","100","71","66","74","70","55","64","15","21"
"367404","97","90","98","99","72","80","98","97","84","99","100","58","55","63","71","70","48","13","13"
"367405","100","78","97","99","69","80","100","98","94","99","100","60","57","65","82","78","43","20","16"
"367408","99","88","95","99","74","71","99","96","76","90","99","63","69","65","67","54","29","9","14"
"367415","94","84","99","98","71","74","98","99","81","100","97","61","53","63","70","67","50","12","22"
"367416","85","70","95","89","43","39","97","98","94","99","95","56","54","56","65","56","40","11","22"
"367417","78","91","91","99","79","82","100","98","95","99","99","44","43","59","66","72","50","15","16"
"367418","94","98","100","100","83","85","100","100","96","100","100","57","55","62","61","61","46","8","17"
"367423","89","99","94","99","81","80","99","100","99","100","100","66","57","69","69","73","50","11","16"
"367424","99","100","86","100","82","85","100","100","100","100","100","63","65","71","76","77","56","16","16"
"367428","89","97","100","99","89","95","99","99","98","100","99","62","57","73","70","79","56","10","20"
"367429","86","93","98","100","56","48","100","100","100","100","98","56","63","62","58","61","46","12","19"
"367432","94","99","96","100","80","82","100","100","100","100","100","63","65","64","62","61","51","12","18"
"367440","94","90","100","100","80","85","98","99","98","100","99","63","58","62","65","56","59","18","19"
"367442","96","97","100","100","76","81","100","97","99","100","100","60","67","62","62","65","49","19","18"
"367444","96","95","95","100","77","74","98","100","99","100","100","56","53","57","63","56","44","10","18"
"367447","99","90","99","97","64","62","98","97","95","100","99","46","45","50","54","54","38","10","20"
"367448","64","90","100","100","80","84","99","99","100","100","98","62","70","54","51","64","51","11","18"
"367462","91","96","100","100","72","66","100","100","100","99","99","62","55","64","56","52","56","17","17"
"367471","96","98","99","100","76","71","100","100","100","99","98","63","59","69","62","76","42","9","16"
"367481","90","92","100","90","70","57","98","100","99","100","100","57","50","54","59","45","36","16","16"
"367496","93","94","98","100","66","64","99","99","96","96","98","60","60","70","66","78","59","10","18"
"367500","86","91","98","94","77","78","99","96","94","80","96","61","63","64","57","70","56","6","20"
"367505","96","88","100","100","91","91","100","98","98","100","98","48","66","63","66","65","47","15","21"
"367510","99","98","100","99","68","65","100","100","99","100","100","62","57","70","70","73","49","12","16"
"367518","92","98","99","99","53","57","98","100","98","93","94","40","40","41","52","51","32","13","24"
"367519","95","89","100","100","78","82","99","99","88","99","99","65","59","65","77","79","54","8","18"
"367522","92","98","100","100","74","59","99","100","100","98","99","54","72","64","70","73","50","10","16"
"367529","94","85","100","99","66","83","100","100","100","100","99","49","49","67","68","73","52","9","19"
"367530","94","95","94","95","81","82","100","95","91","96","100","64","59","65","64","60","46","10","15"
"367533","98","97","100","100","64","63","100","99","98","100","98","58","51","64","65","66","47","14","18"
"367535","99","99","98","100","67","75","100","100","100","100","100","60","56","63","75","62","46","12","21"
"367537","83","93","100","97","45","51","97","98","94","96","98","21","26","19","29","37","20","17","12"
"367542","92","93","100","97","64","86","99","94","86","100","100","68","91","65","88","98","49","13","20"
"367543","84","99","100","100","83","74","99","100","100","100","100","60","59","56","47","41","37","14","13"
"367546","90","83","100","100","88","91","98","98","95","100","98","52","56","55","59","62","41","13","17"
"367547","76","41","88","98","78","82","96","90","78","87","96","53","51","55","60","66","43","11","18"
"367548","76","82","86","99","52","52","96","71","67","94","87","47","42","46","40","43","33","5","37"
"367549","92","80","99","100","74","71","96","98","99","100","99","52","55","60","75","82","48","12","18"
"367551","85","83","98","93","81","81","94","96","86","89","84","51","61","64","61","62","48","9","15"
"367553","93","96","100","100","74","80","99","100","100","100","100","51","44","52","61","57","39","10","17"
"367556","97","96","100","100","87","92","99","100","99","100","100","60","49","71","69","65","50","15","18"
"367559","92","93","87","100","65","57","99","98","98","98","100","67","62","72","65","60","53","11","14"
"367560","100","98","100","100","65","71","100","100","100","99","100","78","74","77","70","76","66","11","21"
"367562","92","94","100","100","90","97","99","100","99","100","98","49","56","55","67","77","33","10","15"
"367569","95","95","100","99","60","71","100","98","98","99","98","45","34","38","47","34","23","10","20"
"367570","92","95","98","71","16","20","72","95","100","69","73","59","","54","59","55","43","16","11"
"367571","94","78","96","100","75","83","99","100","99","98","100","62","63","61","62","69","54","14","20"
"367576","97","93","92","100","77","76","99","99","95","100","99","61","52","61","64","70","49","12","19"
"367582","92","88","88","96","66","65","99","98","95","91","96","50","44","52","64","60","40","14","17"
"367587","95","99","97","100","74","82","100","100","99","100","100","75","65","80","85","82","52","19","16"
"367592","90","91","94","100","75","81","99","100","84","79","100","46","45","52","53","56","33","12","18"
"367593","93","98","100","100","91","84","100","100","100","100","99","67","62","67","89","73","33","28","3"
"367603","94","89","95","94","71","79","100","98","93","99","100","59","65","69","71","76","55","16","24"
"367606","94","93","96","86","86","86","96","83","44","54","96","64","59","72","71","67","50","11","17"
"367608","94","96","99","99","36","35","99","99","99","96","100","35","26","34","22","24","19","9","18"
"367612","93","98","99","100","70","72","99","100","100","98","98","52","53","58","53","53","31","11","17"
"367614","83","95","91","98","74","85","94","94","92","53","99","59","59","63","63","61","49","10","19"
"367615","88","87","94","100","85","83","99","96","92","98","98","52","55","61","64","68","51","9","19"
"367617","98","100","99","100","81","91","100","100","100","99","100","57","53","63","68","59","40","13","17"
"367628","99","94","100","99","47","52","100","98","100","100","98","48","49","47","67","61","40","21","24"
"367630","92","97","96","99","80","84","99","100","99","97","99","58","52","63","51","57","39","15","15"
"367633","96","95","91","99","81","86","99","100","99","100","100","44","36","54","62","64","34","10","15"
"367634","94","86","89","94","63","67","94","92","84","93","96","54","59","59","61","64","57","20","14"
"367639","98","95","99","100","69","66","100","99","96","100","99","62","55","55","84","68","54","13","19"
"367643","98","99","100","100","89","93","100","100","100","100","100","50","42","65","68","69","55","10","16"
"367645","84","68","99","97","79","78","99","97","89","89","99","40","71","67","62","75","51","12","18"
"367650","94","81","99","100","65","75","99","99","92","97","99","63","71","73","73","72","53","18","20"
"367657","89","89","99","99","58","69","99","98","97","93","99","57","70","62","46","61","45","14","15"
"367662","91","83","99","93","75","79","98","92","92","97","93","54","64","53","59","60","34","15","18"
"367664","96","99","98","99","67","70","99","100","100","100","100","61","45","65","60","58","45","11","23"
"367668","98","100","100","98","86","81","100","97","100","100","98","58","70","67","44","56","45","10","20"
"367678","93","90","99","100","76","90","100","99","99","100","100","42","61","62","60","72","42","9","21"
"367683","93","85","100","100","92","87","92","97","89","99","97","68","59","72","77","78","57","8","17"
"367684","91","94","97","99","73","84","99","100","99","100","100","58","56","61","59","60","42","11","18"
"367686","99","100","87","99","78","80","99","100","99","100","100","61","53","64","62","51","56","15","17"
"367691","99","99","100","100","84","91","99","100","100","100","100","61","75","69","75","72","54","14","23"
"367696","75","96","99","92","33","33","96","100","100","97","90","49","33","34","60","30","26","16","24"
"367707","94","99","100","99","96","98","100","100","100","100","100","75","61","79","69","75","39","26","16"
"367711","90","90","97","99","76","69","99","99","99","100","99","57","56","59","57","61","42","11","15"
"367719","75","97","100","100","67","75","96","100","100","99","100","54","59","43","54","52","54","17","10"
"367720","98","99","93","100","90","94","99","100","99","100","100","58","58","68","68","77","55","8","19"
"367723","90","91","99","95","66","88","97","98","99","97","93","51","31","45","59","24","26","17","22"
"367725","82","50","100","100","69","61","100","98","93","99","100","74","56","77","76","68","56","13","16"
"367731","94","95","100","100","79","90","100","100","100","100","100","57","48","53","67","52","82","13","5"
"367733","80","94","99","90","64","64","94","90","69","74","94","43","45","61","68","66","44","15","24"
"367734","70","59","98","92","80","76","96","97","95","95","96","48","46","44","52","49","35","10","14"
"367736","87","89","98","98","67","57","98","99","98","100","98","65","56","63","67","63","45","13","20"
"367737","84","99","99","100","85","89","100","100","99","100","100","62","60","63","74","72","42","10","17"
"367738","99","100","100","100","75","70","100","100","100","100","100","64","59","67","54","52","46","14","19"
"367742","88","95","91","98","63","67","99","98","82","97","99","71","68","75","80","79","47","11","22"
"367744","97","100","100","100","65","60","99","99","97","98","98","46","38","50","59","59","39","10","21"
"367746","96","98","100","100","92","95","97","100","100","100","97","54","52","58","57","45","36","12","22"
"367754","90","96","99","99","75","75","99","99","100","98","98","62","63","65","90","64","60","11","13"
"367755","88","96","97","97","83","86","99","99","99","98","100","63","59","72","69","85","51","17","16"
"367758","85","91","98","96","80","80","93","51","59","68","99","49","30","38","73","64","28","14","20"
"367761","93","100","100","100","92","82","100","100","100","100","100","80","100","91","86","85","78","8","18"
"367764","98","98","97","94","85","89","92","100","98","97","97","41","42","36","43","34","43","11","19"
"367766","98","85","97","98","91","89","97","99","100","100","98","49","51","56","56","56","42","10","15"
"367770","96","96","99","99","72","75","99","99","99","100","100","60","65","64","60","63","51","15","16"
"367771","90","84","100","98","63","72","100","98","85","90","99","57","51","55","55","55","42","16","18"
"367772","83","89","97","95","47","44","96","99","98","96","98","61","54","61","60","60","49","17","15"
"367776","98","98","97","97","91","81","96","99","99","100","100","61","37","57","57","66","37","16","17"
"367777","94","97","99","98","86","85","100","99","97","98","100","69","62","76","77","76","50","12","18"
"367778","94","77","98","93","69","58","96","99","97","93","95","46","48","45","49","50","36","15","18"
"367779","90","81","98","97","53","49","97","98","95","98","96","59","65","65","66","66","48","13","22"
"367782","94","88","95","100","79","91","100","100","95","100","100","52","50","43","47","50","33","7","22"
"367783","77","82","96","95","55","51","95","95","87","87","90","45","45","51","60","62","40","12","19"
"367784","97","95","91","100","72","64","100","95","95","100","100","57","55","65","65","64","51","11","18"
"367785","88","95","100","97","83","85","97","98","98","99","97","57","57","53","46","36","39","23","13"
"367786","95","96","99","94","84","80","98","98","97","98","96","58","69","68","64","72","46","17","13"
"367787","89","92","97","85","17","5","82","98","93","100","93","37","","40","55","49","38","10","20"
